VesselID,Date,Terminal,ShippingLine,VesselType,Route,ArrivalHour,TurnaroundHrs,DepartureHour,TEUCapacity,TEULoaded,UtilisationRate
V02045,2023-02-09,Keppel,HMM,Container,Singapore–Europe,2,24.0,2,8000,5898,0.737
V02046,2023-02-09,Keppel,Evergreen,Container,Singapore–Middle East,16,31.5,23,24000,8722,0.363
V02047,2023-02-09,Pasir Panjang T1-2,PIL,Bulk Carrier,Singapore–Middle East,23,33.6,8,20000,17254,0.863
V02048,2023-02-09,Tanjong Pagar,Evergreen,Container,Singapore–China,10,14.3,0,12000,11348,0.946
V02049,2023-02-09,Tuas,HMM,Container,Singapore–Middle East,17,30.6,23,8000,17392,1.0
V02050,2023-02-10,Brani,COSCO,Container,Singapore–India,8,24.3,8,20000,9615,0.481
V02051,2023-02-10,Tanjong Pagar,CMA CGM,Tanker,Singapore–India,14,36.9,2,20000,17110,0.856
V02052,2023-02-10,Brani,MSC,Container,Singapore–SE Asia,15,24.5,15,14500,22951,1.0
V02053,2023-02-10,Brani,Maersk,Tanker,Singapore–Europe,0,17.5,17,12000,10605,0.884
V02054,2023-02-10,Tuas,HMM,Container,Singapore–India,19,21.2,16,14500,11878,0.819
V02055,2023-02-10,Brani,COSCO,Container,Singapore–Korea,6,23.0,5,12000,20148,1.0
V02056,2023-02-10,Keppel,Maersk,Container,Singapore–Japan,18,19.6,13,24000,5812,0.242
V02057,2023-02-10,Tanjong Pagar,Evergreen,Tanker,Singapore–Korea,0,36.6,12,8000,7525,0.941
V02058,2023-02-10,Pasir Panjang T3-4,Yang Ming,Bulk Carrier,Singapore–India,17,20.6,13,14500,6603,0.455
V02059,2023-02-10,Pasir Panjang T1-2,COSCO,Bulk Carrier,Singapore–US West,17,16.9,9,20000,19193,0.96
V02060,2023-02-10,Pasir Panjang T3-4,Maersk,Bulk Carrier,Singapore–SE Asia,20,28.2,0,20000,10109,0.505
V02061,2023-02-10,Pasir Panjang T3-4,Yang Ming,Tanker,Singapore–India,16,30.6,22,14500,15703,1.0
V02062,2023-02-10,Pasir Panjang T1-2,Hapag-Lloyd,Container,Singapore–US West,0,13.5,13,24000,5879,0.245
V02063,2023-02-10,Tanjong Pagar,ONE,Container,Singapore–Middle East,5,32.3,13,24000,5697,0.237
V02064,2023-02-10,Pasir Panjang T3-4,ONE,Container,Singapore–China,2,22.2,0,20000,19852,0.993
V02065,2023-02-10,Brani,CMA CGM,RORO,Singapore–US East,19,15.4,10,20000,10416,0.521
V02066,2023-02-10,Keppel,PIL,Bulk Carrier,Singapore–US East,23,26.3,1,12000,5700,0.475
V02067,2023-02-10,Pasir Panjang T3-4,Hapag-Lloyd,Container,Singapore–Middle East,0,35.0,11,20000,10537,0.527
V02068,2023-02-10,Tuas,Hapag-Lloyd,Tanker,Singapore–US East,22,19.8,17,12000,22681,1.0
V02069,2023-02-10,Tanjong Pagar,Maersk,Container,Singapore–US West,7,15.1,22,24000,16574,0.691
V02070,2023-02-10,Pasir Panjang T1-2,Evergreen,Bulk Carrier,Singapore–Korea,15,35.6,2,8000,16846,1.0
V02071,2023-02-10,Keppel,PIL,RORO,Singapore–Korea,8,12.2,20,20000,5482,0.274
V02072,2023-02-10,Pasir Panjang T3-4,ONE,Container,Singapore–Japan,8,18.7,2,24000,16815,0.701
V02073,2023-02-10,Tuas,ONE,Bulk Carrier,Singapore–Korea,9,15.8,0,12000,11420,0.952
V02074,2023-02-10,Pasir Panjang T1-2,Maersk,Bulk Carrier,Singapore–Japan,21,33.4,6,24000,18402,0.767
V02075,2023-02-10,Pasir Panjang T1-2,Evergreen,General Cargo,Singapore–SE Asia,16,22.5,14,8000,19887,1.0
V02076,2023-02-10,Brani,Maersk,Tanker,Singapore–Korea,13,35.3,0,8000,6188,0.774
V02077,2023-02-10,Pasir Panjang T3-4,Maersk,Bulk Carrier,Singapore–Middle East,21,32.0,5,12000,11555,0.963
V02078,2023-02-10,Tuas,Hapag-Lloyd,Tanker,Singapore–Middle East,19,19.6,14,24000,18546,0.773
V02079,2023-02-11,Pasir Panjang T3-4,MSC,Container,Singapore–US West,10,15.6,1,8000,13845,1.0
V02080,2023-02-11,Tuas,Maersk,Container,Singapore–SE Asia,22,33.8,7,20000,18744,0.937
V02081,2023-02-11,Pasir Panjang T1-2,MSC,Container,Singapore–Japan,8,12.1,20,24000,12267,0.511
V02082,2023-02-11,Brani,Maersk,Container,Singapore–SE Asia,2,35.8,13,20000,7050,0.352
V02083,2023-02-11,Keppel,Maersk,Container,Singapore–Korea,11,22.0,9,20000,22025,1.0
V02084,2023-02-11,Keppel,Hapag-Lloyd,Container,Singapore–Europe,10,13.1,23,20000,21842,1.0
V02085,2023-02-11,Pasir Panjang T3-4,MSC,Container,Singapore–Europe,4,26.3,6,24000,17393,0.725
V02086,2023-02-11,Tuas,MSC,Tanker,Singapore–India,11,23.7,10,12000,17268,1.0
V02087,2023-02-11,Pasir Panjang T1-2,PIL,RORO,Singapore–SE Asia,12,16.5,4,14500,6525,0.45
V02088,2023-02-11,Pasir Panjang T1-2,CMA CGM,RORO,Singapore–India,6,37.1,19,24000,19382,0.808
V02089,2023-02-11,Pasir Panjang T3-4,Evergreen,Container,Singapore–Middle East,13,34.1,23,24000,9890,0.412
V02090,2023-02-11,Pasir Panjang T3-4,COSCO,Container,Singapore–China,15,21.6,12,14500,19162,1.0
V02091,2023-02-11,Keppel,CMA CGM,Container,Singapore–Middle East,9,27.2,12,24000,8547,0.356
V02092,2023-02-11,Pasir Panjang T1-2,MSC,Bulk Carrier,Singapore–Korea,23,25.7,0,20000,16079,0.804
V02093,2023-02-11,Pasir Panjang T1-2,MSC,Container,Singapore–US West,4,24.0,4,20000,9673,0.484
V02094,2023-02-11,Pasir Panjang T3-4,Evergreen,Container,Singapore–Middle East,17,18.1,11,8000,10038,1.0
V02095,2023-02-11,Pasir Panjang T3-4,Yang Ming,Container,Singapore–SE Asia,18,23.4,17,24000,10098,0.421
V02096,2023-02-11,Brani,HMM,Container,Singapore–US West,19,22.2,17,12000,10248,0.854
V02097,2023-02-11,Tanjong Pagar,ONE,Container,Singapore–SE Asia,18,23.4,17,12000,13322,1.0
V02098,2023-02-11,Brani,Yang Ming,Container,Singapore–China,13,23.4,12,14500,16544,1.0
V02099,2023-02-11,Brani,HMM,Tanker,Singapore–Middle East,14,35.7,1,14500,20088,1.0
V02100,2023-02-11,Pasir Panjang T1-2,CMA CGM,Tanker,Singapore–Japan,0,33.1,9,12000,13656,1.0
V02101,2023-02-11,Tuas,Evergreen,Container,Singapore–India,22,35.6,9,8000,11322,1.0
V02102,2023-02-12,Tuas,Yang Ming,Container,Singapore–US East,8,36.5,20,14500,13622,0.939
V02103,2023-02-12,Tuas,CMA CGM,Tanker,Singapore–Korea,17,21.8,14,14500,5654,0.39
V02104,2023-02-12,Pasir Panjang T3-4,COSCO,Container,Singapore–Middle East,2,36.8,14,14500,11200,0.772
V02105,2023-02-12,Pasir Panjang T1-2,Maersk,Container,Singapore–Middle East,4,30.4,10,14500,10797,0.745
V02106,2023-02-12,Keppel,Evergreen,Tanker,Singapore–Middle East,9,37.1,22,20000,10865,0.543
V02107,2023-02-12,Brani,HMM,Container,Singapore–Europe,17,25.0,18,24000,17864,0.744
V02108,2023-02-12,Tanjong Pagar,Maersk,Container,Singapore–US West,5,34.8,15,24000,7305,0.304
V02109,2023-02-12,Tuas,MSC,Tanker,Singapore–US East,8,24.6,8,14500,15568,1.0
V02110,2023-02-12,Keppel,Yang Ming,Bulk Carrier,Singapore–Europe,22,12.8,10,20000,15053,0.753
V02111,2023-02-12,Pasir Panjang T3-4,Maersk,Bulk Carrier,Singapore–India,13,20.3,9,12000,19491,1.0
V02112,2023-02-12,Pasir Panjang T3-4,PIL,Container,Singapore–US East,15,27.0,18,14500,17759,1.0
V02113,2023-02-12,Tuas,Evergreen,Container,Singapore–Japan,18,15.8,9,8000,21094,1.0
V02114,2023-02-12,Brani,COSCO,Container,Singapore–SE Asia,2,30.0,8,12000,10661,0.888
V02115,2023-02-12,Brani,PIL,Container,Singapore–Japan,17,20.5,13,20000,6831,0.342
V02116,2023-02-12,Pasir Panjang T3-4,MSC,Container,Singapore–India,2,19.2,21,14500,10607,0.732
V02117,2023-02-12,Keppel,MSC,Container,Singapore–SE Asia,13,33.8,22,8000,10916,1.0
V02118,2023-02-12,Keppel,Yang Ming,Tanker,Singapore–Japan,4,18.3,22,20000,13825,0.691
V02119,2023-02-12,Pasir Panjang T3-4,Maersk,Container,Singapore–Middle East,3,25.0,4,12000,5867,0.489
V02120,2023-02-12,Tuas,HMM,Container,Singapore–China,14,30.0,20,24000,8450,0.352
V02121,2023-02-12,Brani,Maersk,Tanker,Singapore–SE Asia,13,15.2,4,8000,22920,1.0
V02122,2023-02-12,Tanjong Pagar,MSC,Tanker,Singapore–US East,6,12.8,18,8000,6274,0.784
V02123,2023-02-12,Pasir Panjang T3-4,CMA CGM,Bulk Carrier,Singapore–Middle East,7,17.7,0,8000,13689,1.0
V02124,2023-02-12,Brani,PIL,Bulk Carrier,Singapore–US West,2,15.9,17,14500,10171,0.701
V02125,2023-02-12,Pasir Panjang T3-4,COSCO,Bulk Carrier,Singapore–US West,23,19.9,18,20000,20932,1.0
V02126,2023-02-12,Pasir Panjang T1-2,COSCO,Tanker,Singapore–SE Asia,22,16.9,14,8000,11382,1.0
V02127,2023-02-12,Tuas,ONE,Tanker,Singapore–US West,23,15.7,14,24000,23143,0.964
V02128,2023-02-12,Pasir Panjang T3-4,HMM,Container,Singapore–Korea,21,13.3,10,14500,15886,1.0
V02129,2023-02-12,Tuas,Maersk,Container,Singapore–Japan,19,27.0,22,12000,6461,0.538
V02130,2023-02-13,Tanjong Pagar,ONE,Bulk Carrier,Singapore–Japan,5,19.7,0,8000,8753,1.0
V02131,2023-02-13,Pasir Panjang T1-2,COSCO,Container,Singapore–China,1,17.6,18,12000,20655,1.0
V02132,2023-02-13,Keppel,COSCO,Container,Singapore–India,17,29.9,22,14500,15055,1.0
V02133,2023-02-13,Tuas,Evergreen,RORO,Singapore–Korea,0,19.5,19,20000,10296,0.515
V02134,2023-02-13,Tuas,Maersk,Bulk Carrier,Singapore–US West,0,33.8,9,12000,10937,0.911
V02135,2023-02-13,Tanjong Pagar,PIL,Container,Singapore–US East,7,15.7,22,20000,12846,0.642
V02136,2023-02-13,Tanjong Pagar,HMM,Tanker,Singapore–Japan,3,25.3,4,8000,8309,1.0
V02137,2023-02-13,Pasir Panjang T1-2,MSC,Container,Singapore–US East,5,25.6,6,20000,22580,1.0
V02138,2023-02-13,Tuas,PIL,Container,Singapore–Middle East,12,35.5,23,12000,13628,1.0
V02139,2023-02-13,Tuas,PIL,Container,Singapore–Japan,9,32.0,17,24000,22912,0.955
V02140,2023-02-13,Pasir Panjang T1-2,HMM,RORO,Singapore–US East,11,26.6,13,8000,13492,1.0
V02141,2023-02-13,Tanjong Pagar,COSCO,Container,Singapore–Europe,2,15.5,17,12000,22946,1.0
V02142,2023-02-13,Pasir Panjang T1-2,HMM,Container,Singapore–Japan,0,19.2,19,20000,12813,0.641
V02143,2023-02-13,Pasir Panjang T1-2,HMM,Bulk Carrier,Singapore–US East,5,33.8,14,24000,7109,0.296
V02144,2023-02-13,Pasir Panjang T3-4,COSCO,Container,Singapore–India,2,12.1,14,20000,10630,0.532
V02145,2023-02-13,Keppel,ONE,Container,Singapore–US East,13,17.1,6,24000,11597,0.483
V02146,2023-02-13,Keppel,Evergreen,Tanker,Singapore–US East,18,22.1,16,24000,6812,0.284
V02147,2023-02-13,Pasir Panjang T1-2,COSCO,Container,Singapore–India,16,26.7,18,8000,18623,1.0
V02148,2023-02-13,Brani,Evergreen,Tanker,Singapore–SE Asia,1,14.2,15,8000,11586,1.0
V02149,2023-02-13,Tuas,Evergreen,Container,Singapore–Middle East,21,36.2,9,20000,11563,0.578
V02150,2023-02-13,Pasir Panjang T1-2,ONE,Tanker,Singapore–Korea,11,22.2,9,24000,17677,0.737
V02151,2023-02-14,Tanjong Pagar,COSCO,Tanker,Singapore–US East,14,27.0,17,14500,20818,1.0
V02152,2023-02-14,Tanjong Pagar,ONE,RORO,Singapore–Middle East,5,26.1,7,12000,5735,0.478
V02153,2023-02-14,Brani,CMA CGM,Container,Singapore–Korea,9,15.3,0,8000,10814,1.0
V02154,2023-02-14,Brani,Maersk,Container,Singapore–India,10,37.6,23,24000,11565,0.482
V02155,2023-02-14,Pasir Panjang T1-2,ONE,Container,Singapore–SE Asia,23,17.5,16,20000,10389,0.519
V02156,2023-02-14,Pasir Panjang T1-2,CMA CGM,Container,Singapore–Europe,19,36.4,7,12000,6226,0.519
V02157,2023-02-14,Pasir Panjang T3-4,HMM,Container,Singapore–Korea,1,18.9,19,8000,16859,1.0
V02158,2023-02-14,Tuas,CMA CGM,Container,Singapore–Korea,12,23.8,11,20000,7177,0.359
V02159,2023-02-14,Tanjong Pagar,Evergreen,Container,Singapore–China,17,30.2,23,24000,20501,0.854
V02160,2023-02-14,Brani,ONE,RORO,Singapore–US East,14,19.7,9,8000,14335,1.0
V02161,2023-02-14,Pasir Panjang T3-4,Yang Ming,Container,Singapore–US West,22,27.1,1,12000,15782,1.0
V02162,2023-02-14,Tuas,HMM,RORO,Singapore–Europe,13,30.5,19,8000,9619,1.0
V02163,2023-02-14,Pasir Panjang T3-4,PIL,Bulk Carrier,Singapore–US West,16,27.8,19,24000,21889,0.912
V02164,2023-02-14,Keppel,Maersk,Bulk Carrier,Singapore–US West,19,18.7,13,8000,7225,0.903
V02165,2023-02-14,Keppel,CMA CGM,Container,Singapore–US East,7,19.3,2,20000,10264,0.513
V02166,2023-02-14,Pasir Panjang T1-2,PIL,Tanker,Singapore–Europe,14,18.6,8,24000,6629,0.276
V02167,2023-02-14,Keppel,Hapag-Lloyd,Bulk Carrier,Singapore–Japan,12,26.9,14,12000,22384,1.0
V02168,2023-02-14,Pasir Panjang T1-2,CMA CGM,Container,Singapore–US West,5,18.3,23,14500,10837,0.747
V02169,2023-02-14,Keppel,Evergreen,Tanker,Singapore–Middle East,5,21.9,2,14500,17728,1.0
V02170,2023-02-14,Tanjong Pagar,Yang Ming,Bulk Carrier,Singapore–Middle East,9,37.1,22,8000,10177,1.0
V02171,2023-02-14,Tuas,CMA CGM,Bulk Carrier,Singapore–SE Asia,21,28.3,1,12000,9046,0.754
V02172,2023-02-14,Tuas,CMA CGM,Container,Singapore–China,18,25.2,19,8000,18922,1.0
V02173,2023-02-14,Pasir Panjang T3-4,Evergreen,Bulk Carrier,Singapore–Japan,9,28.2,13,24000,17113,0.713
V02174,2023-02-14,Pasir Panjang T1-2,MSC,Bulk Carrier,Singapore–India,22,35.5,9,20000,9718,0.486
V02175,2023-02-14,Tuas,MSC,Container,Singapore–Korea,4,12.6,16,20000,11122,0.556
V02176,2023-02-14,Tuas,ONE,Bulk Carrier,Singapore–US West,8,22.3,6,12000,19303,1.0
V02177,2023-02-14,Tanjong Pagar,HMM,Container,Singapore–SE Asia,23,29.4,4,8000,7416,0.927
V02178,2023-02-14,Tanjong Pagar,Yang Ming,Container,Singapore–Japan,13,22.8,11,24000,15502,0.646
V02179,2023-02-14,Tanjong Pagar,Evergreen,Tanker,Singapore–Europe,22,19.0,17,8000,7642,0.955
V02180,2023-02-14,Brani,Hapag-Lloyd,RORO,Singapore–Europe,15,18.0,9,12000,18783,1.0
V02181,2023-02-14,Tanjong Pagar,COSCO,Bulk Carrier,Singapore–India,2,36.1,14,20000,8365,0.418
V02182,2023-02-14,Tanjong Pagar,CMA CGM,RORO,Singapore–US West,22,37.9,11,12000,5798,0.483
V02183,2023-02-14,Pasir Panjang T3-4,Maersk,Container,Singapore–China,1,22.2,23,8000,7134,0.892
V02184,2023-02-14,Pasir Panjang T1-2,Yang Ming,Tanker,Singapore–Europe,20,29.9,1,20000,10803,0.54
V02185,2023-02-15,Pasir Panjang T1-2,COSCO,Tanker,Singapore–US West,12,14.2,2,24000,12660,0.528
V02186,2023-02-15,Tuas,PIL,Tanker,Singapore–Japan,14,17.1,7,12000,9856,0.821
V02187,2023-02-15,Tanjong Pagar,PIL,Container,Singapore–SE Asia,7,30.9,13,12000,19260,1.0
V02188,2023-02-15,Pasir Panjang T3-4,PIL,Container,Singapore–China,18,20.4,14,14500,6352,0.438
V02189,2023-02-15,Pasir Panjang T1-2,MSC,Container,Singapore–US West,13,16.4,5,24000,15626,0.651
V02190,2023-02-15,Keppel,Yang Ming,Container,Singapore–Middle East,23,36.7,11,8000,17591,1.0
V02191,2023-02-15,Brani,ONE,Container,Singapore–China,20,19.2,15,12000,7075,0.59
V02192,2023-02-15,Brani,CMA CGM,Tanker,Singapore–Japan,22,24.1,22,8000,12768,1.0
V02193,2023-02-15,Pasir Panjang T3-4,COSCO,Tanker,Singapore–US East,15,37.2,4,12000,5512,0.459
V02194,2023-02-15,Keppel,CMA CGM,RORO,Singapore–China,23,26.2,1,24000,15373,0.641
V02195,2023-02-15,Brani,Maersk,Container,Singapore–Japan,23,26.1,1,24000,18628,0.776
V02196,2023-02-15,Keppel,ONE,Tanker,Singapore–Middle East,20,26.8,22,14500,5884,0.406
V02197,2023-02-15,Pasir Panjang T1-2,Maersk,Container,Singapore–US East,23,27.2,2,20000,11041,0.552
V02198,2023-02-15,Tanjong Pagar,Evergreen,Container,Singapore–Europe,2,31.1,9,14500,20995,1.0
V02199,2023-02-15,Brani,HMM,Bulk Carrier,Singapore–Middle East,13,25.3,14,8000,5493,0.687
V02200,2023-02-15,Tanjong Pagar,PIL,Tanker,Singapore–Middle East,16,34.9,2,8000,16647,1.0
V02201,2023-02-15,Pasir Panjang T3-4,ONE,Tanker,Singapore–China,2,15.0,17,8000,14596,1.0
V02202,2023-02-15,Tuas,Evergreen,Bulk Carrier,Singapore–Korea,11,21.7,8,24000,8576,0.357
V02203,2023-02-16,Pasir Panjang T1-2,COSCO,Bulk Carrier,Singapore–US West,8,15.0,23,12000,9570,0.798
V02204,2023-02-16,Keppel,CMA CGM,Tanker,Singapore–Middle East,15,27.0,18,14500,11638,0.803
V02205,2023-02-16,Pasir Panjang T1-2,CMA CGM,Container,Singapore–China,11,26.7,13,14500,6335,0.437
V02206,2023-02-16,Tanjong Pagar,Hapag-Lloyd,Bulk Carrier,Singapore–US West,23,27.2,2,8000,16122,1.0
V02207,2023-02-16,Brani,Evergreen,Bulk Carrier,Singapore–China,10,30.2,16,20000,13042,0.652
V02208,2023-02-16,Tuas,Evergreen,Container,Singapore–India,23,32.7,7,20000,13368,0.668
V02209,2023-02-16,Pasir Panjang T3-4,CMA CGM,Tanker,Singapore–Europe,22,33.5,7,24000,21059,0.877
V02210,2023-02-16,Tuas,COSCO,Container,Singapore–SE Asia,16,25.0,17,12000,7360,0.613
V02211,2023-02-16,Pasir Panjang T1-2,MSC,Container,Singapore–US West,22,34.3,8,12000,11093,0.924
V02212,2023-02-16,Pasir Panjang T1-2,MSC,Bulk Carrier,Singapore–US West,15,37.1,4,14500,14957,1.0
V02213,2023-02-16,Pasir Panjang T1-2,MSC,Container,Singapore–China,23,27.4,2,14500,20811,1.0
V02214,2023-02-16,Tuas,CMA CGM,Tanker,Singapore–US West,18,32.4,2,14500,17518,1.0
V02215,2023-02-16,Pasir Panjang T3-4,Maersk,Container,Singapore–US East,18,20.0,14,24000,16473,0.686
V02216,2023-02-16,Tanjong Pagar,CMA CGM,Tanker,Singapore–China,10,29.7,15,24000,16952,0.706
V02217,2023-02-16,Tuas,Hapag-Lloyd,Container,Singapore–Europe,3,37.3,16,12000,22532,1.0
V02218,2023-02-16,Pasir Panjang T1-2,Maersk,Bulk Carrier,Singapore–Korea,15,26.3,17,14500,18493,1.0
V02219,2023-02-16,Keppel,Maersk,Container,Singapore–US West,15,25.1,16,20000,11377,0.569
V02220,2023-02-16,Keppel,HMM,Container,Singapore–US West,10,32.8,18,8000,8966,1.0
V02221,2023-02-16,Pasir Panjang T1-2,Maersk,Tanker,Singapore–US East,19,23.7,18,8000,5844,0.73
V02222,2023-02-16,Pasir Panjang T1-2,COSCO,Tanker,Singapore–Middle East,19,26.3,21,14500,16761,1.0
V02223,2023-02-16,Keppel,COSCO,RORO,Singapore–Europe,19,30.4,1,24000,13592,0.566
V02224,2023-02-16,Tuas,Maersk,RORO,Singapore–Europe,14,25.7,15,8000,9885,1.0
V02225,2023-02-16,Tuas,Yang Ming,Bulk Carrier,Singapore–Europe,0,32.2,8,14500,15220,1.0
V02226,2023-02-16,Keppel,CMA CGM,Tanker,Singapore–Korea,13,18.2,7,12000,10000,0.833
V02227,2023-02-16,Pasir Panjang T3-4,Hapag-Lloyd,Bulk Carrier,Singapore–US West,12,37.0,1,20000,17453,0.873
V02228,2023-02-16,Tuas,Evergreen,Container,Singapore–SE Asia,13,14.7,3,20000,19211,0.961
V02229,2023-02-16,Brani,Maersk,Tanker,Singapore–Japan,3,33.7,12,24000,15135,0.631
V02230,2023-02-16,Pasir Panjang T1-2,PIL,RORO,Singapore–Europe,15,13.0,4,8000,14937,1.0
V02231,2023-02-16,Pasir Panjang T3-4,Yang Ming,Container,Singapore–Europe,2,36.7,14,8000,5457,0.682
V02232,2023-02-16,Keppel,HMM,Container,Singapore–US West,7,37.3,20,24000,16796,0.7
V02233,2023-02-16,Tuas,COSCO,Bulk Carrier,Singapore–SE Asia,17,29.2,22,12000,17719,1.0
V02234,2023-02-17,Pasir Panjang T3-4,MSC,Tanker,Singapore–India,19,29.6,0,12000,22407,1.0
V02235,2023-02-17,Keppel,CMA CGM,Container,Singapore–India,10,34.5,20,14500,15733,1.0
V02236,2023-02-17,Tuas,Evergreen,Tanker,Singapore–US West,22,30.1,4,20000,22888,1.0
V02237,2023-02-17,Pasir Panjang T3-4,Evergreen,Bulk Carrier,Singapore–Middle East,12,36.7,0,8000,9064,1.0
V02238,2023-02-17,Pasir Panjang T1-2,MSC,Container,Singapore–US East,0,27.2,3,14500,9867,0.68
V02239,2023-02-17,Tuas,COSCO,Container,Singapore–SE Asia,14,15.6,5,14500,6918,0.477
V02240,2023-02-17,Pasir Panjang T1-2,Maersk,Container,Singapore–Europe,13,34.7,23,8000,21698,1.0
V02241,2023-02-17,Pasir Panjang T1-2,ONE,Container,Singapore–Japan,19,23.1,18,14500,8336,0.575
V02242,2023-02-17,Keppel,PIL,Container,Singapore–Korea,8,29.2,13,12000,17922,1.0
V02243,2023-02-17,Keppel,MSC,Tanker,Singapore–Middle East,20,16.0,12,20000,14004,0.7
V02244,2023-02-17,Tanjong Pagar,ONE,Tanker,Singapore–Japan,22,26.8,0,8000,7125,0.891
V02245,2023-02-17,Tuas,ONE,Bulk Carrier,Singapore–Middle East,4,17.1,21,12000,16663,1.0
V02246,2023-02-17,Keppel,PIL,Tanker,Singapore–US East,14,22.7,12,14500,9959,0.687
V02247,2023-02-17,Tanjong Pagar,ONE,Container,Singapore–SE Asia,22,14.8,12,12000,6350,0.529
V02248,2023-02-17,Pasir Panjang T1-2,Maersk,General Cargo,Singapore–Europe,4,19.4,23,8000,9271,1.0
V02249,2023-02-17,Keppel,COSCO,Container,Singapore–US West,23,29.8,4,14500,10404,0.718
V02250,2023-02-17,Keppel,PIL,Container,Singapore–Europe,14,37.5,3,12000,5922,0.494
V02251,2023-02-17,Keppel,Evergreen,Container,Singapore–US East,15,26.7,17,12000,18259,1.0
V02252,2023-02-17,Tuas,PIL,Bulk Carrier,Singapore–US West,8,14.0,22,14500,10557,0.728
V02253,2023-02-17,Pasir Panjang T1-2,HMM,Container,Singapore–SE Asia,5,13.7,18,24000,8794,0.366
V02254,2023-02-17,Tanjong Pagar,Yang Ming,Bulk Carrier,Singapore–Japan,11,32.2,19,20000,7049,0.352
V02255,2023-02-18,Brani,COSCO,Container,Singapore–Japan,14,32.2,22,20000,7252,0.363
V02256,2023-02-18,Pasir Panjang T3-4,Maersk,Container,Singapore–Japan,6,12.8,18,14500,8199,0.565
V02257,2023-02-18,Pasir Panjang T3-4,Hapag-Lloyd,Container,Singapore–India,0,32.6,8,14500,8735,0.602
V02258,2023-02-18,Keppel,CMA CGM,Container,Singapore–India,2,19.2,21,20000,9823,0.491
V02259,2023-02-18,Tanjong Pagar,Hapag-Lloyd,Container,Singapore–China,10,15.3,1,8000,10661,1.0
V02260,2023-02-18,Brani,Maersk,Container,Singapore–Middle East,3,32.5,11,20000,5892,0.295
V02261,2023-02-18,Pasir Panjang T1-2,PIL,Tanker,Singapore–China,1,25.8,2,12000,12921,1.0
V02262,2023-02-18,Keppel,Evergreen,General Cargo,Singapore–Korea,18,25.2,19,20000,8598,0.43
V02263,2023-02-18,Tuas,Maersk,Container,Singapore–India,8,17.8,1,20000,13069,0.653
V02264,2023-02-18,Tanjong Pagar,Yang Ming,Tanker,Singapore–US West,6,26.0,8,20000,13649,0.682
V02265,2023-02-18,Pasir Panjang T3-4,Yang Ming,Bulk Carrier,Singapore–Middle East,15,16.4,7,20000,12778,0.639
V02266,2023-02-18,Pasir Panjang T3-4,Yang Ming,Tanker,Singapore–India,20,32.2,4,14500,13177,0.909
V02267,2023-02-18,Keppel,HMM,Container,Singapore–US East,19,15.6,10,14500,6350,0.438
V02268,2023-02-18,Keppel,Maersk,Container,Singapore–China,4,27.5,7,8000,15911,1.0
V02269,2023-02-18,Pasir Panjang T3-4,PIL,Bulk Carrier,Singapore–Korea,10,32.7,18,20000,5678,0.284
V02270,2023-02-18,Keppel,Evergreen,Bulk Carrier,Singapore–Middle East,23,29.7,4,8000,6480,0.81
V02271,2023-02-18,Tanjong Pagar,Maersk,Bulk Carrier,Singapore–US East,19,34.5,5,14500,7663,0.528
V02272,2023-02-18,Tanjong Pagar,MSC,Bulk Carrier,Singapore–US East,6,30.9,12,8000,15504,1.0
V02273,2023-02-18,Tuas,CMA CGM,Container,Singapore–Japan,19,35.0,6,14500,16845,1.0
V02274,2023-02-18,Brani,Hapag-Lloyd,Container,Singapore–SE Asia,14,24.4,14,12000,10607,0.884
V02275,2023-02-19,Keppel,MSC,Tanker,Singapore–Europe,17,17.5,10,14500,5494,0.379
V02276,2023-02-19,Pasir Panjang T3-4,PIL,Tanker,Singapore–US West,6,34.9,16,24000,6800,0.283
V02277,2023-02-19,Tuas,PIL,Tanker,Singapore–India,14,20.1,10,20000,18099,0.905
V02278,2023-02-19,Tuas,COSCO,Bulk Carrier,Singapore–Middle East,1,22.4,23,20000,13559,0.678
V02279,2023-02-19,Tuas,Yang Ming,Container,Singapore–Middle East,1,36.9,13,24000,13972,0.582
V02280,2023-02-19,Pasir Panjang T1-2,Maersk,Container,Singapore–US West,13,26.8,15,8000,10415,1.0
V02281,2023-02-19,Pasir Panjang T3-4,MSC,Container,Singapore–US West,22,30.1,4,8000,17345,1.0
V02282,2023-02-19,Pasir Panjang T1-2,Yang Ming,Tanker,Singapore–US East,7,27.5,10,14500,7289,0.503
